ElapsedTime,RobotID,Team,Vx_Command,Vy_Command,Angular_Command,Pos_X,Pos_Y,Orientation,Vx_Actual,Vy_Actual
0.372,0,1,0,0,0,0,0,0,0,0
0.372,1,1,0,0,0,0,0,0,0,0
0.372,2,1,0,0,0,0,0,0,0,0
0.372,3,1,0,0,0,0,0,0,0,0
0.372,4,1,0,0,0,0,0,0,0,0
0.372,5,1,0,0,0,0,0,0,0,0
0.387,0,0,1.39231,0,0,-0.225189,-0.281536,3.12428,-0.993368,-0.367109
0.387,1,0,0,0,0,0,0,0,0,0
0.387,2,0,0,0,0,0,0,0,0,0
0.387,3,0,0,0,0,0,0,0,0,0
0.387,4,0,0,0,0,0,0,0,0,0
0.387,5,0,0,0,0,0,0,0,0,0
0.387,0,1,0,0,0,0,0,0,0,0
0.387,1,1,0,0,0,0,0,0,0,0
0.387,2,1,0,0,0,0,0,0,0,0
0.387,3,1,0,0,0,0,0,0,0,0
0.387,4,1,0,0,0,0,0,0,0,0
0.387,5,1,0,0,0,0,0,0,0,0
0.403,0,0,1.39231,0,0,-0.241012,-0.28648,3.0981,-0.992282,-0.353041
0.403,1,0,0,0,0,0,0,0,0,0
0.403,2,0,0,0,0,0,0,0,0,0
0.403,3,0,0,0,0,0,0,0,0,0
0.403,4,0,0,0,0,0,0,0,0,0
0.403,5,0,0,0,0,0,0,0,0,0
0.403,0,1,0,0,0,0,0,0,0,0
0.403,1,1,0,0,0,0,0,0,0,0
0.403,2,1,0,0,0,0,0,0,0,0
0.403,3,1,0,0,0,0,0,0,0,0
0.403,4,1,0,0,0,0,0,0,0,0
0.403,5,1,0,0,0,0,0,0,0,0
0.419,0,0,1.39231,0,0,-0.258268,-0.291401,3.07406,-1.01315,-0.342035
0.419,1,0,0,0,0,0,0,0,0,0
0.419,2,0,0,0,0,0,0,0,0,0
0.419,3,0,0,0,0,0,0,0,0,0
0.419,4,0,0,0,0,0,0,0,0,0
0.419,5,0,0,0,0,0,0,0,0,0
0.419,0,1,0,0,0,0,0,0,0,0
0.419,1,1,0,0,0,0,0,0,0,0
0.419,2,1,0,0,0,0,0,0,0,0
0.419,3,1,0,0,0,0,0,0,0,0
0.419,4,1,0,0,0,0,0,0,0,0
0.419,5,1,0,0,0,0,0,0,0,0
0.436,0,0,1.39231,0,0,-0.275831,-0.296931,3.05298,-1.03361,-0.342902
0.436,1,0,0,0,0,0,0,0,0,0
0.436,2,0,0,0,0,0,0,0,0,0
0.436,3,0,0,0,0,0,0,0,0,0
0.436,4,0,0,0,0,0,0,0,0,0
0.436,5,0,0,0,0,0,0,0,0,0
0.436,0,1,0,0,0,0,0,0,0,0
0.436,1,1,0,0,0,0,0,0,0,0
0.436,2,1,0,0,0,0,0,0,0,0
0.436,3,1,0,0,0,0,0,0,0,0
0.436,4,1,0,0,0,0,0,0,0,0
0.436,5,1,0,0,0,0,0,0,0,0
0.452,0,0,1.39231,0,0,-0.293018,-0.302363,3.02882,-1.04344,-0.342072
0.452,1,0,0,0,0,0,0,0,0,0
0.452,2,0,0,0,0,0,0,0,0,0
0.452,3,0,0,0,0,0,0,0,0,0
0.452,4,0,0,0,0,0,0,0,0,0
0.452,5,0,0,0,0,0,0,0,0,0
0.452,0,1,0,0,0,0,0,0,0,0
0.452,1,1,0,0,0,0,0,0,0,0
0.452,2,1,0,0,0,0,0,0,0,0
0.452,3,1,0,0,0,0,0,0,0,0
0.452,4,1,0,0,0,0,0,0,0,0
0.452,5,1,0,0,0,0,0,0,0,0
0.467,0,0,1.39231,0,0,-0.310308,-0.307343,3.00861,-1.05244,-0.334621
0.467,1,0,0,0,0,0,0,0,0,0
0.467,2,0,0,0,0,0,0,0,0,0
0.467,3,0,0,0,0,0,0,0,0,0
0.467,4,0,0,0,0,0,0,0,0,0
0.467,5,0,0,0,0,0,0,0,0,0
0.467,0,1,0,0,0,0,0,0,0,0
0.467,1,1,0,0,0,0,0,0,0,0
0.467,2,1,0,0,0,0,0,0,0,0
0.467,3,1,0,0,0,0,0,0,0,0
0.467,4,1,0,0,0,0,0,0,0,0
0.467,5,1,0,0,0,0,0,0,0,0
0.483,0,0,1.39231,0,0,-0.328226,-0.312426,2.98575,-1.06876,-0.330519
0.483,1,0,0,0,0,0,0,0,0,0
0.483,2,0,0,0,0,0,0,0,0,0
0.483,3,0,0,0,0,0,0,0,0,0
0.483,4,0,0,0,0,0,0,0,0,0
0.483,5,0,0,0,0,0,0,0,0,0
0.483,0,1,0,0,0,0,0,0,0,0
0.483,1,1,0,0,0,0,0,0,0,0
0.483,2,1,0,0,0,0,0,0,0,0
0.483,3,1,0,0,0,0,0,0,0,0
0.483,4,1,0,0,0,0,0,0,0,0
0.483,5,1,0,0,0,0,0,0,0,0
0.500,0,0,1.39231,0,0,-0.346031,-0.317799,2.96239,-1.07942,-0.331806
0.500,1,0,0,0,0,0,0,0,0,0
0.500,2,0,0,0,0,0,0,0,0,0
0.500,3,0,0,0,0,0,0,0,0,0
0.500,4,0,0,0,0,0,0,0,0,0
0.500,5,0,0,0,0,0,0,0,0,0
